standard,hiqa_id,element,applies_to,conformance,cardinality,hiqa_datatype,profile,path,ms,status,notes,lm_path
PS,13.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionAdvanceDirectives.text,Y,Aligned,,HIQAPatientSummaryLM.advanceHealthcareDirective.generatedNarrative
PS,13.2,Advance Healthcare Directive (empty reason),,Required,0..1,Coded value,IECoreCompositionPatientSummary,Composition.section:sectionAdvanceDirectives.emptyReason,Y,Aligned,entries or emptyReason (ie-ps-1),HIQAPatientSummaryLM.advanceHealthcareDirective.advanceHealthcareDirective
PS,13.3,Advance Healthcare Directive (AHD) (record entry),,Required,0..*,,IECoreCompositionPatientSummary,Composition.section:sectionAdvanceDirectives.entry,Y,Aligned,IECoreADIDocumentReference,HIQAPatientSummaryLM.advanceHealthcareDirective.advanceHealthcareDirectiveAhd
PS,13.3.1,Category of AHD,,Required,0..*,Coded Value,IECoreADIDocumentReference,DocumentReference.type,Y,Partial,AHD categories under the Assisted Decision-Making (Capacity) Act 2015 are not bound,HIQAPatientSummaryLM.advanceHealthcareDirective.advanceHealthcareDirectiveAhd.categoryOfAhd
PS,13.3.2,Attachment,,Mandatory,0..1,Attachment,IECoreADIDocumentReference,DocumentReference.content.attachment,Y,Aligned,,HIQAPatientSummaryLM.advanceHealthcareDirective.advanceHealthcareDirectiveAhd.attachment
PS,13.4,Note,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionAdvanceDirectives.text,Y,Aligned,,HIQAPatientSummaryLM.advanceHealthcareDirective.note
PS,14.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionTravelHx.text,Y,Aligned,,HIQAPatientSummaryLM.travelHistory.generatedNarrative
PS,14.2,Travel and communicable disease history (record entry),,Required,0..*,,IECoreCompositionPatientSummary,Composition.section:sectionTravelHx.entry,Y,Aligned,EPS travelObservation entries,HIQAPatientSummaryLM.travelHistory.travelAndCommunicableDiseaseHistory
PS,14.2.1,Infectious agent,,Required,0..*,Coded value,observation-travel-eu-eps,Observation.component,N,Partial,infectious agent: not constrained by EPS,HIQAPatientSummaryLM.travelHistory.travelAndCommunicableDiseaseHistory.infectiousAgent
PS,14.2.2,Time period,,Required,0..*,Period,observation-travel-eu-eps,Observation.effective[x],N,Partial,"period available; EPS obligations, not MS",HIQAPatientSummaryLM.travelHistory.travelAndCommunicableDiseaseHistory.timePeriod
PS,14.2.3,Country visited,,Mandatory,1..*,Coded value,observation-travel-eu-eps,Observation.value[x],N,Aligned,country visited: value 1..1 in the EPS travel profile,HIQAPatientSummaryLM.travelHistory.travelAndCommunicableDiseaseHistory.countryVisited
PS,14.2.4,Proximity,,Optional,0..*,Free text,observation-travel-eu-eps,Observation.component,N,Partial,proximity: not constrained (Optional),HIQAPatientSummaryLM.travelHistory.travelAndCommunicableDiseaseHistory.proximity
PS,14.2.5,Current Infection control status,,Required,0..*,Coded value,observation-travel-eu-eps,Observation.component,N,Partial,infection control status: not constrained,HIQAPatientSummaryLM.travelHistory.travelAndCommunicableDiseaseHistory.currentInfectionControlStatus
PS,14.3,Note,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionTravelHx.text,Y,Aligned,,HIQAPatientSummaryLM.travelHistory.note
PS,15.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionPregnancyHx.text,Y,Aligned,,HIQAPatientSummaryLM.pregnancyInformation.generatedNarrative
PS,15.2,Current Pregnancy (record entry),,Required,0..*,,IECoreObservationPregnancyStatus,Observation,Y,Aligned,,HIQAPatientSummaryLM.pregnancyInformation.currentPregnancy
PS,15.2.1,Date of status,,Mandatory,0..1,Datetime,IECoreObservationPregnancyStatus,Observation.effective[x],N,Partial,not MS in the pregnancy profile,HIQAPatientSummaryLM.pregnancyInformation.currentPregnancy.dateOfStatus
PS,15.2.2,Pregnancy Status,,Mandatory,1..1,Coded value,IECoreObservationPregnancyStatus,Observation.value[x],N,Partial,value[x] 1..1 but not MS in the pregnancy-status profile,HIQAPatientSummaryLM.pregnancyInformation.currentPregnancy.pregnancyStatus
PS,15.2.3,Expected delivery date (EDD),,Mandatory,1..1,Datetime,Observation-pregnancy-edd-uv-ips,Observation.value[x],N,Aligned,IPS EDD observation (hasMember of pregnancy status),HIQAPatientSummaryLM.pregnancyInformation.currentPregnancy.expectedDeliveryDateEdd
PS,15.2.4,Gestational age,,Mandatory,1..1,Quantity,observation-pregnancy-gestationalAge-eu-eps,Observation.value[x],N,Aligned,EPS gestationalAge entry,HIQAPatientSummaryLM.pregnancyInformation.currentPregnancy.gestationalAge
PS,15.2.5,Note,,Optional,0..1,Free text,IECoreObservationPregnancyStatus,Observation.note,N,Aligned,,HIQAPatientSummaryLM.pregnancyInformation.currentPregnancy.note
PS,15.3,Pregnancy History (record entry),,Required,0..*,,IECoreCompositionPatientSummary,Composition.section:sectionPregnancyHx.entry,Y,Aligned,EPS pregnancyOutcome entries,HIQAPatientSummaryLM.pregnancyInformation.pregnancyHistory
PS,15.3.1,End date of the pregnancy,,Mandatory,1..1,Datetime,Observation-pregnancy-outcome-uv-ips,Observation.effective[x],N,Partial,end date of pregnancy: IPS outcome observation,HIQAPatientSummaryLM.pregnancyInformation.pregnancyHistory.endDateOfThePregnancy
PS,15.3.2,Outcome of the pregnancy,,Mandatory,1..1,Coded value,Observation-pregnancy-outcome-uv-ips,Observation.value[x],N,Aligned,IPS pregnancy outcome,HIQAPatientSummaryLM.pregnancyInformation.pregnancyHistory.outcomeOfThePregnancy
PS,15.3.3,Number of foetuses in specific pregnancy,,Mandatory,1..1,Coded value,Observation-pregnancy-outcome-uv-ips,Observation.value[x],N,Partial,number of foetuses: not explicitly modelled,HIQAPatientSummaryLM.pregnancyInformation.pregnancyHistory.numberOfFoetusesInSpecificPregnancy
PS,15.3.4,Note,,Optional,0..1,Free text,IECoreSimpleObservation,Observation.note,N,Aligned,,HIQAPatientSummaryLM.pregnancyInformation.pregnancyHistory.note
PS,16.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionImmunizations.text,Y,Aligned,,HIQAPatientSummaryLM.immunisationInformation.generatedNarrative
PS,16.2,Immunisations administered empty reason,,Required,1..1,Coded value,IECoreCompositionPatientSummary,Composition.section:sectionImmunizations.emptyReason,Y,Aligned,"entries or emptyReason (ie-ps-1); HIQA ""Required 1..1"" anomaly (OI-006)",HIQAPatientSummaryLM.immunisationInformation.immunisationsAdministeredEmptyReason
PS,16.3,Immunisations (record entry),,Required,0..*,,IECoreCompositionPatientSummary,Composition.section:sectionImmunizations.entry,Y,Aligned,,HIQAPatientSummaryLM.immunisationInformation.immunisations
PS,16.3.1,Immunisation status,,Mandatory,1..1,Coded value,IECoreImmunization,Immunization.status,Y,Aligned,,HIQAPatientSummaryLM.immunisationInformation.immunisations.immunisationStatus
PS,16.3.2,Date and time of Immunisation,,Mandatory,1..1,Datetime,IECoreImmunization,Immunization.occurrence[x],Y,Aligned,,HIQAPatientSummaryLM.immunisationInformation.immunisations.dateAndTimeOfImmunisation
PS,16.3.3,Administered product,,Mandatory,1..1,Coded value,IECoreImmunization,Immunization.vaccineCode,Y,Aligned,administered product,HIQAPatientSummaryLM.immunisationInformation.immunisations.administeredProduct
PS,16.3.4,Target disease of immunisation,,Required,0..*,Coded value,IECoreImmunization,Immunization.protocolApplied.targetDisease,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.immunisationInformation.immunisations.targetDiseaseOfImmunisation
PS,16.3.5,Vaccine code,,Mandatory,1..1,Coded value,IECoreImmunization,Immunization.vaccineCode,Y,Partial,HIQA separates product (16.3.3) from vaccine code (16.3.5); R4 has one vaccineCode,HIQAPatientSummaryLM.immunisationInformation.immunisations.vaccineCode
PS,16.3.6,Number of doses,,Required,0..1,Coded value,IECoreImmunization,Immunization.protocolApplied.doseNumber[x],Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.immunisationInformation.immunisations.numberOfDoses
PS,16.3.7,Immunisation administrator,,Required,0..1,,IECoreImmunization,Immunization.performer.actor,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.immunisationInformation.immunisations.immunisationAdministrator
PS,16.3.8,Administering Centre,,Required,0..1,,IECoreImmunization,Immunization.location,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.immunisationInformation.immunisations.administeringCentre
PS,16.4,Note,,Optional,0..1,Free text,IECoreImmunization,Immunization.note,N,Aligned,,HIQAPatientSummaryLM.immunisationInformation.note
PS,17.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionFunctionalStatus.text,Y,Aligned,,HIQAPatientSummaryLM.functionalStatus.generatedNarrative
PS,17.2,Functional status,,Required,0..*,Coded value,IECoreCompositionPatientSummary,Composition.section:sectionFunctionalStatus.entry,Y,Aligned,EPS disability (Condition) entries,HIQAPatientSummaryLM.functionalStatus.functionalStatus
PS,17.3,Condition related to functional status,,Required,0..*,Coded value,IECoreCompositionPatientSummary,Composition.section:sectionFunctionalStatus.entry,Y,Aligned,EPS disability (Condition) entries,HIQAPatientSummaryLM.functionalStatus.conditionRelatedToFunctionalStatus
PS,17.4,Functional Assessment (record entry),,Required,0..*,,IECoreCompositionPatientSummary,Composition.section:sectionFunctionalStatus.entry,Y,Partial,EPS functionalAssessment is a ClinicalImpression; HIQA result values map to finding,HIQAPatientSummaryLM.functionalStatus.functionalAssessment
PS,17.4.1,Date of functional assessment,,Mandatory,1..1,Datetime,IECoreSimpleObservation,Observation.effective[x],Y,Partial,Mandatory within the record entry; 0..1,HIQAPatientSummaryLM.functionalStatus.functionalAssessment.dateOfFunctionalAssessment
PS,17.4.2,Functional assessment type,,Mandatory,1..1,Coded value,IECoreSimpleObservation,Observation.code,Y,Aligned,,HIQAPatientSummaryLM.functionalStatus.functionalAssessment.functionalAssessmentType
PS,17.4.3,Functional Assessment Result (cluster),,Mandatory,1..1,,IECoreSimpleObservation,Observation.value[x],Y,Partial,Mandatory within the record entry; 0..1,HIQAPatientSummaryLM.functionalStatus.functionalAssessment.functionalAssessmentResult
PS,17.4.3.1,Result value code,,Required,0..1,Coded value,IECoreSimpleObservation,Observation.valueCodeableConcept,Y,Aligned,,HIQAPatientSummaryLM.functionalStatus.functionalAssessment.functionalAssessmentResult.resultValueCode
PS,17.4.3.2,Result value text,,Required,0..1,Free text,IECoreSimpleObservation,Observation.valueString,Y,Aligned,,HIQAPatientSummaryLM.functionalStatus.functionalAssessment.functionalAssessmentResult.resultValueText
PS,17.4.3.3,Result value quantity,,Required,0..1,Quantity,IECoreSimpleObservation,Observation.valueQuantity,Y,Aligned,,HIQAPatientSummaryLM.functionalStatus.functionalAssessment.functionalAssessmentResult.resultValueQuantity
PS,17.4.3.4,Result value range,,Required,0..1,Range,IECoreSimpleObservation,Observation.valueRange,Y,Aligned,,HIQAPatientSummaryLM.functionalStatus.functionalAssessment.functionalAssessmentResult.resultValueRange
PS,17.4.3.5,Result value ratio,,Required,0..1,Ratio,IECoreSimpleObservation,Observation.valueRatio,Y,Aligned,,HIQAPatientSummaryLM.functionalStatus.functionalAssessment.functionalAssessmentResult.resultValueRatio
PS,17.5,Note,,Optional,0..1,Free text,IECoreSimpleObservation,Observation.note,N,Aligned,,HIQAPatientSummaryLM.functionalStatus.note
PS,18.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionPlanOfCare.text,Y,Aligned,,HIQAPatientSummaryLM.carePlan.generatedNarrative
PS,18.2,Care Plan (record entry),,Required,0..1,,IECoreCompositionPatientSummary,Composition.section:sectionPlanOfCare.entry,Y,Aligned,IECoreCarePlan,HIQAPatientSummaryLM.carePlan.carePlan
PS,18.2.1,Name of care plan,,Required,0..1,Coded value,IECoreCarePlan,CarePlan.title,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.carePlan.carePlan.nameOfCarePlan
PS,18.2.2,Description of the care plan,,Required,0..*,Free text,IECoreCarePlan,CarePlan.description,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.carePlan.carePlan.descriptionOfTheCarePlan
PS,18.2.3,Care plan period,,Optional,0..1,Period,IECoreCarePlan,CarePlan.period,N,Aligned,,HIQAPatientSummaryLM.carePlan.carePlan.carePlanPeriod
PS,18.2.4,Condition related to the care plan,,Optional,0..*,Coded value,IECoreCarePlan,CarePlan.addresses,N,Aligned,,HIQAPatientSummaryLM.carePlan.carePlan.conditionRelatedToTheCarePlan
PS,18.2.5,Care plan activity (cluster) 18.2.5 Care plan activity (cluster),,Optional,0..*,,IECoreCarePlan,CarePlan.activity,N,Aligned,,HIQAPatientSummaryLM.carePlan.carePlan.carePlanActivity1825CarePlanActivity
PS,18.2.5.1,Care plan activity type,,Optional,0..*,Coded value,IECoreCarePlan,CarePlan.activity.detail.code,N,Aligned,,HIQAPatientSummaryLM.carePlan.carePlan.carePlanActivity1825CarePlanActivity.carePlanActivityType
PS,18.2.5.2,Care plan specific activity,,Optional,0..*,Free text,IECoreCarePlan,CarePlan.activity.detail.description,N,Aligned,,HIQAPatientSummaryLM.carePlan.carePlan.carePlanActivity1825CarePlanActivity.carePlanSpecificActivity
PS,18.2.6,Care plan goal,,Optional,0..*,Coded value,IECoreCarePlan,CarePlan.goal,N,Aligned,,HIQAPatientSummaryLM.carePlan.carePlan.carePlanGoal
PS,18.3,"Education, advice and recommendations for patient",,Optional,0..*,Free text,IECoreCompositionPatientSummary,Composition.section:sectionPlanOfCare.text,Y,Aligned,,HIQAPatientSummaryLM.carePlan.educationAdviceAndRecommendationsForPatient
PS,18.4,Patient home supports identified,,Required,0..*,Free Text,IECoreCarePlan,,N,Gap,patient home supports; Required,HIQAPatientSummaryLM.carePlan.patientHomeSupportsIdentified
PS,18.5,"Patient concerns, expectations and wishes",,Optional,0..*,Free text,IECoreCompositionPatientSummary,Composition.section:sectionPlanOfCare.text,Y,Aligned,,HIQAPatientSummaryLM.carePlan.patientConcernsExpectationsAndWishes
PS,18.6,Note,,Optional,0..1,Free text,IECoreCarePlan,CarePlan.note,N,Aligned,,HIQAPatientSummaryLM.carePlan.note
PS,19.1.1,Document subject (Patient),,Mandatory,1..1,,IECoreCompositionPatientSummary,Composition.subject,Y,Aligned,,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.documentSubjectPatient
PS,19.1.2,Document identifier,,Mandatory,1..*,Alpha-numeric,IECoreBundlePatientSummary,Bundle.identifier,Y,Aligned,Bundle.identifier 1..1 (R4 Composition.identifier is 0..1),HIQAPatientSummaryLM.documentInformation.documentProvenanceData.documentIdentifier
PS,19.1.3,Document author,,Mandatory,1..*,,IECoreCompositionPatientSummary,Composition.author,Y,Aligned,,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.documentAuthor
PS,19.1.4,Document date,,Mandatory,1..1,Datetime,IECoreCompositionPatientSummary,Composition.date,Y,Aligned,,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.documentDate
PS,19.1.5,Document status,,Mandatory,1..1,Coded value,IECoreCompositionPatientSummary,Composition.status,Y,Aligned,,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.documentStatus
PS,19.1.6,Document language,,Optional,0..1,Coded value,IECoreCompositionPatientSummary,Composition.language,N,Aligned,,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.documentLanguage
PS,19.1.7,Document type,,Mandatory,1..1,Coded value,IECoreCompositionPatientSummary,Composition.type,Y,Aligned,,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.documentType
PS,19.1.8,Document title,,Mandatory,1..1,Free text,IECoreCompositionPatientSummary,Composition.title,Y,Aligned,,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.documentTitle
PS,19.1.9,Document period,,Optional,0..1,Period,IECoreCompositionPatientSummary,Composition.event.period,N,Aligned,,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.documentPeriod
PS,19.1.10,Version,,Optional,0..1,Alpha-numeric,IECoreCompositionPatientSummary,,N,Gap,business version; Optional,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.version
PS,19.1.11,Attestation (Cluster),,Optional,0..*,,IECoreCompositionPatientSummary,Composition.attester,N,Aligned,,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.attestation
PS,19.1.11.1,Attester,,Mandatory,1..1,,IECoreCompositionPatientSummary,Composition.attester.party,Y,Aligned,enforced by invariant ie-ps-attester-1,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.attestation.attester
PS,19.1.11.2,Attestation date and time,,Mandatory,1..1,Datetime,IECoreCompositionPatientSummary,Composition.attester.time,Y,Aligned,enforced by invariant ie-ps-attester-1,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.attestation.attestationDateAndTime
PS,19.1.12,Legal authentication (Cluster),,Optional,0..*,,IECoreCompositionPatientSummary,Composition.attester,N,Aligned,attester.mode = legal,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.legalAuthentication
PS,19.1.12.1,Legal authenticator,,Mandatory,0..1,,IECoreCompositionPatientSummary,Composition.attester.party,Y,Aligned,enforced by invariant ie-ps-attester-1,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.legalAuthentication.legalAuthenticator
PS,19.1.12.2,Authentication date and time,,Mandatory,0..1,Datetime,IECoreCompositionPatientSummary,Composition.attester.time,Y,Aligned,enforced by invariant ie-ps-attester-1,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.legalAuthentication.authenticationDateAndTime
PS,19.1.13,Event type,,Optional,0..*,Coded value,IECoreCompositionPatientSummary,Composition.event.code,N,Aligned,,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.eventType
PS,19.1.14,Service speciality,,Optional,0..*,Coded value,IECoreCompositionPatientSummary,,N,Gap,service speciality; Optional,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.serviceSpeciality
PS,19.1.15,Custodian,,Optional,0..1,,IECoreCompositionPatientSummary,Composition.custodian,Y,Aligned,,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.custodian
PS,19.1.16,Attachment,,Optional,0..*,Attachment,IECoreCompositionPatientSummary,,N,Gap,presented form; Optional,HIQAPatientSummaryLM.documentInformation.documentProvenanceData.attachment
PS,19.2.1,Entry subject (Patient),,Mandatory,1..1,,IECoreCompositionPatientSummary,Composition.section.entry,Y,Aligned,every entry profile has subject/patient 1..1,HIQAPatientSummaryLM.documentInformation.recordEntryProvenanceData.entrySubjectPatient
PS,19.2.2,Entry identifier,,Optional,0..*,Alpha-numeric,IECoreCompositionPatientSummary,Composition.section.entry,N,Aligned,Resource.identifier,HIQAPatientSummaryLM.documentInformation.recordEntryProvenanceData.entryIdentifier
PS,19.2.3,Entry author,,Required,0..*,,IECoreCompositionPatientSummary,Composition.section.entry,N,Aligned,recorder/asserter MS on the IE entry profiles (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.documentInformation.recordEntryProvenanceData.entryAuthor
PS,19.2.4,Entry date,,Required,0..1,Datetime,IECoreCompositionPatientSummary,Composition.section.entry,N,Aligned,recordedDate MS on the IE entry profiles (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.documentInformation.recordEntryProvenanceData.entryDate
PS,19.2.5,Entry source,,Optional,0..1,Coded value,IECoreCompositionPatientSummary,Composition.section.entry,N,Aligned,,HIQAPatientSummaryLM.documentInformation.recordEntryProvenanceData.entrySource
PS,19.2.6,Entry language,,Optional,0..1,Coded value,IECoreCompositionPatientSummary,Composition.section.entry,N,Aligned,Resource.language,HIQAPatientSummaryLM.documentInformation.recordEntryProvenanceData.entryLanguage
PS,—,maritalStatus,,Not in dataset,0..0,,IECorePatientSummaryPatient,Patient.maritalStatus,N,Prohibited (enforced),0..0,
PS,—,religion,,Not in dataset,0..0,,IECorePatientSummaryPatient,Patient.extension:religion,N,Prohibited (enforced),0..0; GDPR Art. 9,
PS,—,pronouns,,Not in dataset,0..0,,IECorePatientSummaryPatient,Patient.extension:pronouns,N,Prohibited (enforced),0..0 (EU Base slice constrained),
